path,index_path,value_path,index_shape,value_shape,index_dtype,value_dtype,index_len,gotthard_master_len,sample_ratio_vs_gotthard,matched_gotthard_trains,match_fraction_of_gotthard,exact_gotthard_order,time_resolution,sample_n,finite_n,finite_fraction,min,p01,median,p99,max,unique_n_sample
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/DIN.INT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/DIN.INT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/DIN.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/DOT.INT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/DOT.INT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/DOT.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,36.0,36.0,36.0,36.0,36.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/GASID,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/GASID/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/GASID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/PRI.NUM,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/PRI.NUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/PRI.NUM/value,"(133,)","(133,)",uint32,float32,133,4330,0.03071593533487298,125,0.028868360277136258,0,sparse_train_indexed_monitor,133,133,1.0,3.479999941191636e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.510000169626437e-05,3.510000169626437e-05,3
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/PRS.NUM,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/PRS.NUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.HALL.XGMD/PRS.NUM/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.5000000934815034e-05,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/BIT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/BIT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/BIT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,513.0,513.0,513.0,513.0,513.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/DIN.INT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/DIN.INT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/DIN.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/DOT.INT,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/DOT.INT/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/DOT.INT/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,36.0,36.0,36.0,36.0,36.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/GASID,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/GASID/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/GASID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/PRI.NUM,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/PRI.NUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/PRI.NUM/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,7.93999970483128e-06,7.93999970483128e-06,7.93999970483128e-06,7.93999970483128e-06,7.93999970483128e-06,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/PRS.NUM,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/PRS.NUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_DOSING/FL2.TUNNEL.XGMD/PRS.NUM/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,7.999999979801942e-06,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.HALL.XGMD/GAS.COMPAT.ID,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.HALL.XGMD/GAS.COMPAT.ID/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.HALL.XGMD/GAS.COMPAT.ID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.HALL.XGMD/GAS.TYPE.ID,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.HALL.XGMD/GAS.TYPE.ID/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.HALL.XGMD/GAS.TYPE.ID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.XGMD/GAS.COMPAT.ID,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.XGMD/GAS.COMPAT.ID/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.XGMD/GAS.COMPAT.ID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.XGMD/GAS.TYPE.ID,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.XGMD/GAS.TYPE.ID/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.GAS_SUPPLY/FL2.TUNNEL.XGMD/GAS.TYPE.ID/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CROSS.INTERPOLATED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CROSS.INTERPOLATED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CROSS.INTERPOLATED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,4.6216301918029785,4.6216301918029785,4.632363796234131,4.6431379318237305,4.6431379318237305,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CROSS.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CROSS.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CROSS.USED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,4.6216301918029785,4.6216301918029785,4.632363796234131,4.6431379318237305,4.6431379318237305,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.1,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.1/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.1/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,2.585776037733467e-10,2.6126480784371965e-10,3.816939542211628e-10,6.736745050694992e-10,6.8003647157866e-10,470
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.2,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.2/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.2/value,"(490,)","(490,)",uint32,float32,490,4330,0.11316397228637413,462,0.1066974595842956,0,sparse_train_indexed_monitor,490,490,1.0,1.8863539896774029e-10,1.904310414913013e-10,2.8430868770357165e-10,5.150479470694691e-10,5.211547304817543e-10,466
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.SUM,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.SUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/CURRENT.SUM/value,"(486,)","(486,)",uint32,float32,486,4330,0.11224018475750577,457,0.10554272517321016,0,sparse_train_indexed_monitor,486,486,1.0,4.480256721173248e-10,4.5006342264120034e-10,6.671257712920209e-10,1.1854942139066793e-09,1.1996055260254934e-09,457
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GAMMA.INTERPOLATED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GAMMA.INTERPOLATED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GAMMA.INTERPOLATED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,2.5576071739196777,2.5576071739196777,2.5587351322174072,2.559859037399292,2.559859037399292,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GAMMA.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GAMMA.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GAMMA.USED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,2.5576071739196777,2.5576071739196777,2.5587351322174072,2.559859037399292,2.559859037399292,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GASTYPE.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GASTYPE.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GASTYPE.USED/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GMD.ERROR,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GMD.ERROR/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/GMD.ERROR/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/NUMBEROFBUNCHES.FILTERED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/NUMBEROFBUNCHES.FILTERED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/NUMBEROFBUNCHES.FILTERED/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,29.99794578552246,29.99794578552246,29.99794578552246,29.99794578552246,29.99794578552246,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.CONVERSION,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.CONVERSION/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.CONVERSION/value,"(103,)","(103,)",uint32,float32,103,4330,0.02378752886836028,96,0.022170900692840646,0,sparse_train_indexed_monitor,103,103,1.0,1734677.625,1734677.625,1741149.375,1747725.5,1747725.5,39
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.UJ.SIGMA,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.UJ.SIGMA/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.UJ.SIGMA/value,"(486,)","(486,)",uint32,float32,486,4330,0.11224018475750577,457,0.10554272517321016,0,sparse_train_indexed_monitor,486,486,1.0,0.060201410204172134,0.060473996214568615,0.08929090201854706,0.15778628513216972,0.15966184437274933,457
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W/value,"(486,)","(486,)",uint32,float32,486,4330,0.11224018475750577,457,0.10554272517321016,0,sparse_train_indexed_monitor,486,486,1.0,0.0007829880341887474,0.000786548008909449,0.001162836910225451,0.0020569312735460696,0.0020814076997339725,457
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W.SIGMA,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W.SIGMA/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W.SIGMA/value,"(486,)","(486,)",uint32,float32,486,4330,0.11224018475750577,457,0.10554272517321016,0,sparse_train_indexed_monitor,486,486,1.0,1.805918691388797e-05,1.814095712688868e-05,2.6785437512444332e-05,4.7332645954156755e-05,4.7895275201881304e-05,457
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W.STATE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W.STATE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PHOTONFLUX.W.STATE/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,0.0,0.0,0.0,4096.0,4096.0,2
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PRESSURE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PRESSURE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/PRESSURE/value,"(65,)","(65,)",uint32,float32,65,4330,0.015011547344110854,60,0.013856812933025405,0,sparse_train_indexed_monitor,65,65,1.0,2.3307376977754757e-05,2.3307376977754757e-05,2.331995165150147e-05,2.3320646505453624e-05,2.3320646505453624e-05,7
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/ROUGH.PRESSURE,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/ROUGH.PRESSURE/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/ROUGH.PRESSURE/value,"(133,)","(133,)",uint32,float32,133,4330,0.03071593533487298,125,0.028868360277136258,0,sparse_train_indexed_monitor,133,133,1.0,3.479999941191636e-05,3.5000000934815034e-05,3.5000000934815034e-05,3.510000169626437e-05,3.510000169626437e-05,3
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/WAVELENGTH.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/WAVELENGTH.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.HALL/WAVELENGTH.USED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,4.575062274932861,4.575062274932861,4.583518981933594,4.592007160186768,4.592007160186768,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CROSS.INTERPOLATED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CROSS.INTERPOLATED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CROSS.INTERPOLATED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,4.6216301918029785,4.6216301918029785,4.632363796234131,4.6431379318237305,4.6431379318237305,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CROSS.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CROSS.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CROSS.USED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,4.6216301918029785,4.6216301918029785,4.632363796234131,4.6431379318237305,4.6431379318237305,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.1,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.1/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.1/value,"(490,)","(490,)",uint32,float32,490,4330,0.11316397228637413,462,0.1066974595842956,0,sparse_train_indexed_monitor,490,490,1.0,5.1686488422575394e-11,5.195377485861519e-11,7.534145529675129e-11,1.306218458396735e-10,1.312501912709152e-10,467
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.2,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.2/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.2/value,"(492,)","(492,)",uint32,float32,492,4330,0.11362586605080831,463,0.10692840646651271,0,sparse_train_indexed_monitor,492,492,1.0,4.5486409777639736e-11,4.567981000402899e-11,6.729065568644721e-11,1.178746066032854e-10,1.1851859771372375e-10,470
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.SUM,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.SUM/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/CURRENT.SUM/value,"(470,)","(470,)",uint32,float32,470,4330,0.10854503464203233,442,0.10207852193995381,0,sparse_train_indexed_monitor,470,470,1.0,9.712158854924269e-11,9.76274656949716e-11,1.4259511627034982e-10,2.485663622153744e-10,2.4976878898463895e-10,439
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GAMMA.INTERPOLATED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GAMMA.INTERPOLATED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GAMMA.INTERPOLATED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,2.5576071739196777,2.5576071739196777,2.5587351322174072,2.559859037399292,2.559859037399292,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GAMMA.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GAMMA.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GAMMA.USED/value,"(68,)","(68,)",uint32,float32,68,4330,0.015704387990762125,63,0.014549653579676674,0,sparse_train_indexed_monitor,68,68,1.0,2.5576071739196777,2.5576071739196777,2.5587351322174072,2.559859037399292,2.559859037399292,8
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GASTYPE.USED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GASTYPE.USED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GASTYPE.USED/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,3.0,3.0,3.0,3.0,3.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GMD.ERROR,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GMD.ERROR/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/GMD.ERROR/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,0.0,0.0,0.0,0.0,0.0,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/NUMBEROFBUNCHES.FILTERED,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/NUMBEROFBUNCHES.FILTERED/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/NUMBEROFBUNCHES.FILTERED/value,"(62,)","(62,)",uint32,float32,62,4330,0.014318706697459584,57,0.013163972286374134,0,sparse_train_indexed_monitor,62,62,1.0,29.99794578552246,29.99794578552246,29.99794578552246,29.99794578552246,29.99794578552246,1
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.CONVERSION,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.CONVERSION/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.CONVERSION/value,"(111,)","(111,)",uint32,float32,111,4330,0.025635103926096997,103,0.02378752886836028,0,sparse_train_indexed_monitor,111,111,1.0,10331619.0,10333097.0,10377058.0,10425719.2,10425816.0,37
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.UJ.SIGMA,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.UJ.SIGMA/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.UJ.SIGMA/value,"(469,)","(469,)",uint32,float32,469,4330,0.10831408775981524,441,0.10184757505773671,0,sparse_train_indexed_monitor,469,469,1.0,0.08111891150474548,0.08149293392896652,0.11882954835891724,0.20568521678447724,0.2066788375377655,438
/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W/index,/FL2/Photon Diagnostic/GMD/Expert stuff/XGM.PHOTONFLUX/FL2.TUNNEL/PHOTONFLUX.W/value,"(469,)","(469,)",uint32,float32,469,4330,0.10831408775981524,441,0.10184757505773671,0,sparse_train_indexed_monitor,469,469,1.0,0.0010125325061380863,0.0010172060551121831,0.0014837270136922598,0.0025689500011503697,0.0025813679676502943,438
